UID,Bill.Title,Fulltext.Intro.URL,Session,FinalCode,Bill/Resolution Summary
433,Commending Dottie Bennett and Ann Bennett.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HJ519,2006,Social Welfare,SUMMARY AS INTRODUCED: Commending Dottie Bennett and Ann Bennett.
434,Mental health facility; transportation by sheriff's office of individuals to be admitted.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB353,2006,Health,"SUMMARY AS INTRODUCED: Mental health; transportation of individuals to be admitted.   Requires that any individual certified for admission to a mental health  facility, or being transported due to an emergency custody order or a temporary  detention order, be transported by the sheriff's office of the appropriate  jurisdiction.  Repeals section allowing any judge or special justice to order a  person admitted to a mental health facility to be placed in the custody of any  responsible person, including a representative of the facility in which the  person is temporarily placed during the temporary detention period, for the  sole purpose of transporting the person to the proper facility."
435,Commending Turner M. Spencer.,https://lis.virginia.gov/cgi-bin/legp604.exe?062+ful+SJ5040,2006S1,Social Welfare,SUMMARY AS INTRODUCED:  Commending Turner M. Spencer.
436,"Claims; Rufus Thomas, Jr.",https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+SB608,2006,Law and Crime,"SUMMARY AS INTRODUCED: Claims; Rufus Thomas, Jr.  Provides relief to Rufus  Thomas, Jr., in the amount of $10,000. Mr. Thomas alleges that an employee of the  Sheriff's Department of the City of Richmond utilized either the Virginia  Criminal Information Network or the National Crime Information Center systems  to run a background check on him for no legitimate purpose, and then for  personal reasons disseminated and discussed the information with others."
437,Sex offenders; certain registrants to reregister in person.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB1264,2006,Law and Crime,"SUMMARY AS INTRODUCED: Reregistration of sex offenders; penalty.  Requires sex  offender registrants to reregister in person with the local law-enforcement  agency annually on June 15 and, if violent sex offenders, quarterly on  September 15, December 15, March 15, and June 15. Currently, the requirements  are ""annually"" and ""every 90 days,"" respectively,  registration in person is not required, and is done with the State Police. This  bill was incorporated by House Bill 984."
438,Real estate tax; increases amount of exemptions for elderly or disabled in Northern Virginia.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB1097,2006,Social Welfare,"SUMMARY AS INTRODUCED: Real property tax exemption; elderly and disabled.  For  localities in Northern Virginia, increases from $340,000 to $540,000 the  maximum financial worth cap a locality may impose in providing real estate tax  exemptions to the elderly or disabled."
439,Golf carts; operation thereof on public highways nonapplicable in Town of Saxis.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+SB282,2006,Transportation,"SUMMARY AS PASSED SENATE:  Golf carts on public highways. Allows the  Town of Saxis to operate golf carts on public highways within its  boundaries.   SUMMARY AS INTRODUCED: Golf carts on public highways. Allows towns with a  population of less than 1,000 to operate golf carts on public highways within  their boundaries."
440,Dealers in firearms; expands definition of firearms show.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB1447,2006,Law and Crime,"SUMMARY AS INTRODUCED: Professions and occupations; dealers in firearms; definitions.   Expands the definition of firearms show to include any gathering or exhibition,  open to the public, not occurring on the permanent premises of a dealer in  firearms, conducted by two or more persons who may or may not be engaged in the  business as dealers in firearms, in which one of the purposes is exchanging,  selling, or trading firearms.  The bill also redefines promoter."
441,Surveys and questionnaires; certain requirements for public school students.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB1242,2006,Education,"SUMMARY AS PASSED: Administration of surveys and questionnaires to public  school students. Prohibits local school boards from administering  questionnaires or surveys requesting sexual information to public school  students unless the parent is notified in writing of the administration of the  questionnaire or survey at least 30 days in advance to its administration.  The  notice must inform the parent of the nature and types of questions included in  the questionnaire or survey, the purposes and age-appropriateness of the  survey, and whether and how any findings or results will be disclosed.  The  bill provides parents the right to review the questionnaire or survey and to exempt  their child from participating in the survey.  No questionnaire or survey  requesting sexual information of a student may be administered to any student  in kindergarten through sixth grade and, unless required by federal or state  law or regulation, school personnel administering any such questionnaire or  survey shall not disclose personally identifiable information. SUMMARY AS PASSED HOUSE:  Administration of surveys and questionnaires to public  school students. Prohibits local school boards from administering  questionnaires or surveys requesting sexual information to public school  students unless the parent is notified in writing of the administration of the  questionnaire or survey at least 30 days in advance to its administration.  The  notice must inform the parent of the nature and types of questions included in  the questionnaire or survey, the purposes and age-appropriateness of the  survey, and whether and how any findings or results will be disclosed.  The  bill provides parents the right to review the questionnaire or survey and to  allow their child to participate in the survey.  No questionnaire or survey  requesting sexual information of a student may be administered to any student  in kindergarten through eighth grade and, unless required by federal or state  law or regulation, school personnel administering any such questionnaire or  survey shall not disclose personally identifiable information. SUMMARY AS INTRODUCED: Surveys and questionnaires of public school students.  Prohibits local school boards from administering questionnaires or surveys to  public school students during the regular school day or at school-sponsored  activities if such questionnaires or surveys seek disclosure of (i) the  parents' political affiliations or beliefs; (ii) the social security numbers of  the parents or student, except as may be required for admission and enrollment;  (iii) the sexual behavior and attitudes of the student and his family members;  or (iv) disparaging information about family members. However, local school  boards may administer questionnaires and surveys to students during the regular  school day or at school-sponsored activities when the questionnaire or survey  (i) is designed to elicit information that will assist the school board in  improving service to students within the division or within a particular  school, and (ii) does not include personally identifiable data or information.  Before administering any permitted questionnaire or survey, local school boards  must determine the age-appropriateness of the questionnaire or survey."
442,Mutual Consent Adoption Registry; created.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB730,2006,Law and Crime,"SUMMARY AS PASSED: Creation of a mutual consent adoption registry; sunset. Creates  a mutual consent adoption registry that allows birth parents and adoptees to  exchange identifying information after the adoptee has reached 21 years of age.  Requires the Board of Social Services to establish the registry and assess a  fee for registrants. The fee is to be the lowest fee that will cover the costs  associated with operating the registry, but it shall not exceed $50 per  registrant. The bill includes a sunset of July 1, 2009.  The provisions of the  bill are subject to an appropriation of funds in the General Appropriation Act. SUMMARY AS PASSED HOUSE:  Creation of a mutual consent adoption registry; sunset. Creates  a mutual consent adoption registry that allows birth parents and adoptees to  exchange identifying information after the adoptee has reached 21 years of age.  Requires the Department of Social Services to establish the registry and assess  a fee for registrants. The fee is to be the lowest fee that will cover the  costs associated with operating the registry, but it shall not exceed $50 per  registrant. The bill includes a sunset of July 1, 2008. SUMMARY AS INTRODUCED:  Creation of a mutual consent adoption registry.  Creates a mutual consent adoption registry that allows birth parents  and adoptees to exchange identifying information after the adoptee  has reached 21 years of age. Requires the Department of Social Services  to establish the registry and assess a $25 fee for registrants."
443,Driver's licenses; persons convicted of DUI must have motor vehicle liability insurance.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB251,2006,Transportation,"SUMMARY AS INTRODUCED: Driver's licenses issued to persons convicted of driving  under the influence.  Prohibits the Department of Motor Vehicles from  issuing or reinstating the driver's license of a person who has been convicted  of driving under the influence or a related offense unless the person provides  proof that he has in effect a motor vehicle liability insurance policy with  limits of $100,000."
444,Constitutional amendment; assessments of real property and tax rates (first reference).,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+SJ89,2006,Macroeconomics,SUMMARY AS INTRODUCED: Constitutional amendment (first resolution); property tax  assessments.  Provides that real property will be assessed at fair market  value at the time of purchase plus the fair market value of improvements to the  property at the time of the assessment.
445,"Storyteller Laureate; honorary position created, Governor to appoint.",https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB765,2006,Government Operations,"SUMMARY AS INTRODUCED: Emblems, designations and honors; storyteller laureate.  Creates  the honorary position of Storyteller Laureate of Virginia, to be appointed by  the Governor from a list of nominees submitted by the Virginia Storytelling  Alliance. Each storyteller laureate shall serve a term of two years with no  restrictions on reappointment."
446,Museum of Fine Arts; exempts museum from assessment and levy of service charge.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+SB92,2006,Education,"SUMMARY AS INTRODUCED:  Virginia Museum of Fine Arts; service charge.   Clarifies that the Virginia Museum of Fine Arts is within the  category of ""educational institution"" and thus exempts the museum  from the assessment and levy of a service charge pursuant to § 58.1-3400."
447,Retail sales and use tax; exemptions include certain medicines and drugs used for farm animals.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+SB73,2006,Macroeconomics,SUMMARY AS INTRODUCED: Sales and use tax exemption; certain medicines and drugs.   Exempts from sales and use tax medicines and drugs (i) used by veterinarians  in treating agricultural production animals; (ii) sold to farmers for direct  use in producing an agricultural product for market; or (iii) used by a  veterinarian for agricultural production animals and dispensed or sold on  prescription by the veterinarian.
448,Intermodal Office; specific functions and goals in the Office of Secretary of Transportation.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+SB412,2006,Transportation,SUMMARY AS INTRODUCED:  Intermodal Office.  Provides more specific  functions and goals for the Intermodal Office in the Office of the  Secretary of Transportation.
449,Celebrating the life of John Everett Greenbacker.,https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HJ412,2006,Defense,SUMMARY AS INTRODUCED: Celebrating the life of John Everett Greenbacker.
450,"Tuition, in-state; educational benefits for illegal aliens military personnel and their dependants.",https://lis.virginia.gov/cgi-bin/legp604.exe?061+ful+HB1135,2006,Education,"SUMMARY AS INTRODUCED:  In-state tuition and educational benefits for  illegal aliens and certain military personnel and dependents.   Provides that an alien who is unlawfully present in the United States  shall not be eligible on the basis of residency within Virginia for  any postsecondary educational benefit including, but not limited to,  in-state tuition and state financial aid, unless citizens or nationals  of the United States are eligible for such benefits in no less an  amount, duration, and scope, without regard to whether such citizens  or nationals are Virginia residents. The measure further provides  that all military personnel on active duty for more than 30 days,  both regular and reserves, who are domiciled in Virginia or are assigned  to a permanent duty station in Virginia and their dependents living  in Virginia, who are not otherwise eligible for in-state tuition,  shall be entitled to in-state tuition for as long as they are continuously  enrolled.  This bill has been incorporated into H.B. 695 and H.B.  1050."
451,Absentee ballots; no qualification for voters to use.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2153,2005,Government Operations,SUMMARY AS INTRODUCED:  Elections; absentee voting.  Provides that  qualified voters may vote absentee for any reason. The bill eliminates  the present statutory list of specific reasons entitling a voter to  cast an absentee ballot. Several special provisions concerning military  and overseas absentee voters are consolidated in one new provision.   This bill is identical to HBs 1909 and 2636 and SB 1226.
452,Commending Grace Anne Braxton.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HJ786,2005,Domestic Commerce,SUMMARY AS INTRODUCED: Commending Grace Anne Braxton.
453,Teachers; licensure qualifications.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2790,2005,Education,"SUMMARY AS PASSED HOUSE:   Teacher licensure qualifications.  Requires  the Board of Education, in its regulations governing teacher licensure,  to establish criteria and a procedure to allow persons seeking initial  licensure as teachers through an alternative route as defined by Board  regulations to substitute experiential learning in lieu of coursework.  The bill also includes a technical amendment to provide appropriate  cross references between relevant statutes.   SUMMARY AS INTRODUCED: Teacher licensure qualifications.  Requires the Board  of Education regulations governing teacher licensure to establish criteria and  a procedure to allow teachers seeking initial certification to substitute experiential  learning in lieu of the coursework required under current teacher licensure  standards. The bill also includes a technical amendment to provide appropriate  cross references between relevant statutes."
454,"Naturopathy; definition, licensure, advisory board established.",https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2488,2005,Health,"SUMMARY AS INTRODUCED: Practice of naturopathy; definition; requirements for  licensure; advisory board established.  Requires practitioners of naturopathy  to be licensed by the Board of Medicine. The Board is required to promulgate  regulations governing the qualifications of licensure. Authorized scope of  practice of naturopathy shall include manual manipulation, or mechanotherapy;  and the prescription, administration, dispensing, and use of, except for the  treatment of malignancies or neoplastic disease: (i) nutrition and food science;  (ii) physical modalities; (iii) homeopathy; (iv) certain medicines of mineral,  animal, and botanical origin; (v) hygiene and immunization; and (vi) common  diagnostic procedures. The bill also establishes an advisory board with five  members appointed by the Governor to assist the Board of Medicine with regard to  the practice of naturopathy."
455,Tax Commissioner; annual report on corporate tax relief.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+SB867,2005,Macroeconomics,"SUMMARY AS PASSED: Powers and duties of the Tax Commissioner; annual report on  corporate tax relief.  Requires the Tax Commissioner to issue an annual  report to the members of the House Appropriations Committee, the House Finance  Committee, and the Senate Finance Committee providing a comprehensive view of  corporate tax relief in the Commonwealth during the preceding tax year. A  preliminary report shall be submitted by December 1 of each year and a final  report submitted by April 15 of the following year.  SUMMARY AS PASSED SENATE: Powers and duties of the Tax Commissioner; annual report on  corporate tax relief.  Requires the Tax Commissioner to issue an annual  report to the members of the House Appropriations Committee, the House Finance  Committee, and the Senate Finance Committee providing a comprehensive view of  corporate tax relief in the Commonwealth during the preceding tax year. A  preliminary report shall be submitted by December 1 of each year and a first  report submitted April 15 of the following year.  SUMMARY AS INTRODUCED: Powers and duties of the Tax Commissioner; annual report on  corporate tax relief.  Requires the Tax Commissioner to issue an annual  report to the members of the House Appropriations Committee, the House Finance  Committee, and the Senate Finance Committee providing a comprehensive view of  corporate tax relief in the Commonwealth during the preceding tax year. The  report will be due November 1, 2005, and September 1 of all years thereafter."
456,Overcrowding on localities; Housing Development Authority to study comprehensive impact thereof.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HJ596,2005,Housing,SUMMARY AS INTRODUCED: Study; Virginia Housing Development Authority; comprehensive  impact of residential overcrowding on localities; report.  Requests the  Virginia Housing Development Authority to study the comprehensive impact of  residential overcrowding on localities.
458,Weapons; change of definition relating to certain firearms prohibited in public.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB1915,2005,Law and Crime,"SUMMARY AS PASSED HOUSE:  Carrying  certain loaded weapons in public.  Rewrites the prohibition against  carrying certain loaded semi-automatic rifles or pistols and shotguns in public  in certain localities to delete the definition of ""firearm"" and  replace it with the existing substance of the definition.  The bill also clarifies  that the prohibition does not apply to a person who has a valid concealed  handgun permit. SUMMARY AS INTRODUCED: Carrying loaded weapons in public.  Rewrites the provision  relating to carrying certain loaded firearms in public to delete the definition  of ""firearm"" and replace it with the existing substance of the  definition to prohibit carrying loaded semi-automatic weapons and shotguns in  public."
461,Constitutional amendment; marriage may exist only between a man and woman (first reference).,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HJ586,2005,Law and Crime,"SUMMARY AS PASSED:  Constitutional amendment (first resolution);  marriage.  Provides that ""only a union between one man and one  woman may be a marriage valid in or recognized by this Commonwealth  and its political subdivisions.""  The proposed amendment also prohibits  the Commonwealth and its political subdivisions from creating or recognizing  a legal status ""for relationships of unmarried individuals that intends  to approximate the design, qualities, significance, or effects of  marriage."" Further, the proposed amendment prohibits the Commonwealth  or its political subdivisions from creating or recognizing ""another  union, partnership, or other legal status to which is assigned the  rights, benefits, obligations, qualities, or effects of marriage.""   This resolution incorporates HJRs 584 and 615.  The amendment proposed  in this resolution is identical to that proposed in SJR 337 as passed.   SUMMARY AS PASSED HOUSE:  Constitutional amendment (first resolution); marriage.   Provides that marriage ""shall consist exclusively of the union of one man  and one woman"" and prohibits the Commonwealth or any political subdivision  from creating or recognizing any legal status ""to which is assigned the  rights, benefits, obligations, qualities, or effects of marriage.""  This  resolution incorporates HJRs 584 and 615. SUMMARY AS INTRODUCED: Constitutional amendment (first resolution); marriage.   Provides that marriage ""is the legal union of one man and one woman as  husband and wife"" and that ""no other combination of persons may be  licensed to marry."" The proposed amendment prohibits the creation,  recognition, or enforcement of imitations of marriage."
462,"Corrections, Board of; membership.",https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2890,2005,Government Operations,"SUMMARY AS INTRODUCED: Board of Corrections; membership; powers.  Increases  the membership of the State Board of Corrections from nine to 12 members and  requires the appointees to include three community leaders, three elected  officials, three members of the medical profession, and three citizens with an  immediate family member incarcerated within the Commonwealth of Virginia. The  bill also requires the Board to report to the Governor on a quarterly basis and  to the General Assembly at least once per year during the month of November.  Finally, the bill allows the Board to enter and inspect Department of  Corrections' facilities at any time."
463,Wine and beer; licenses granted to food concessions at any outdoor facility in Henrico County.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2740,2005,Domestic Commerce,"SUMMARY AS INTRODUCED: Alcoholic beverage control; wine and beer licenses.  Authorizes  the granting of a retail on-premises wine and beer license to persons operating  food concessions at any outdoor performing arts amphitheater, arena or similar  facility which has capacity for more than 9,500 persons and is located in any  county operated under the county manager form of government (Henrico County)."
464,Recordation tax; exemptions include limited liability companies.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB1845,2005,Macroeconomics,"SUMMARY AS INTRODUCED:  Recordation tax; exemption for limited liability  companies.  Removes the exemption from the recordation tax for  LLCs, corporations, and partnerships."
466,Celebrating the life of Lance Corporal Jason Redifer.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HR41,2005,Defense,SUMMARY AS INTRODUCED:  Celebrating the life of Lance Corporal Jason  Redifer.
469,Enterprise zones; extends designations and authority.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+SB733,2005,Housing,"SUMMARY AS INTRODUCED: Enterprise zones; extension of authority.  Extends the  expiration date for the statutes governing enterprise zones and extends the  20-year time limitation for selected enterprise zones by two years. The  provisions extending the 20-year time limitation are made retroactive to  January 1, 2005."
470,Courthouses; relocation.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+SB1012,2005,Local Government,"SUMMARY AS PASSED: Relocation of courthouse.  For purposes of courthouse  relocation, ""contiguous"" includes contiguous property directly across  a public right of way. The bill also replaces population brackets with specific  localities. SUMMARY AS INTRODUCED: Relocation of courthouse.  For purposes of courthouse  relocation, ""contiguous"" includes property directly across a public  right of way."
471,Joe D. Meade Bridge; designating as new pedestrian bridge over Route 71 in Scott County.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB1708,2005,Transportation,"SUMMARY AS INTRODUCED: Joe D. Meade Bridge.  Designates the new pedestrian  bridge over Virginia Route 71 at Nickelsville in Scott County, connecting the  Nickelsville Elementary School and Keith Memorial Park, the ""Joe D. Meade  Bridge."""
473,Driver's licenses; reduction in number of written tests given for renewal.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2193,2005,Transportation,SUMMARY AS INTRODUCED: Renewal of driver's licenses.  Reduces the number of  applicants for driver's license renewal that have to retake the  rules-of-the-road written test.
474,Commending John F. Flippo.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HJ808,2005,Law and Crime,SUMMARY AS INTRODUCED: Commending John F. Flippo.
475,"Methamphetamine; unlawful manufacturing and distributing, penalty.",https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2504,2005,Law and Crime,SUMMARY AS INTRODUCED: Penalties for manufacture and sale of methamphetamine.  Halves  the amounts of methamphetamine involved in manufacture or sale thereof required  for the application of criminal penalties and halves the amount of money  received in the sale of methamphetamine required for application of criminal  penalties.
476,Commending the members of the Northern Virginia Congressional delegation.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HJ553,2005,Technology,"SUMMARY AS INTRODUCED:  Commending the members of the Northern Virginia  Congressional delegation for their efforts to promote increased  use of telecommuting, telework centers, and satellite offices."
477,"Garbage, trash, or refuse collection; additional requirements for localities.",https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2168,2005,Local Government,"SUMMARY AS PASSED HOUSE:  Displacement of private waste companies.  Adds  requirements to the procedures localities must follow before displacing private  companies providing garbage, trash, or refuse collection services. Such  requirements include making a written finding of at least one of the following:  (i) privately-owned refuse collection and disposal services are not available; (ii)  the use of privately-owned and operated services has substantially endangered  the public health or created a public nuisance; (iii) privately-owned services,  although available, are not able to provide needed services in a reasonable and  cost-efficient manner; (iv) or displacement is necessary to provide for the  development or operation of a regional system of refuse collection or disposal  for two or more localities.  SUMMARY AS INTRODUCED: Displacement of private waste companies.  Adds  requirements to the procedures localities must follow before displacing private  companies providing garbage, trash, or refuse collection services. Such  requirements include providing at least 45 days' written notice of the hearing  to all business establishments that are serviced by such private companies, and  making a written finding of at least one of the following: (i) privately-owned  refuse collection and disposal services are not available; (ii) the use of  privately-owned and operated services has substantially endangered the public  health or created a public nuisance; (iii) privately-owned services, although  available, are incapable of providing needed services in an efficient and  cost-effective manner; (iv) or displacement is necessary to provide for the  development of a regional system of refuse collection and disposal for two or  more localities."
478,Road flares; maliciously running over.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2259,2005,Transportation,"SUMMARY AS INTRODUCED: Maliciously running over road flares; penalty.   Provides that any person who willfully and intentionally destroys a flare,  reflectorized triangular warning device, vehicular hazard warning signal  flasher, traffic cone, or any other such signal while it is being used to  indicate that a vehicle is stopped on any roadway or on the shoulder of any  highway in the Commonwealth is guilty of a Class 1 misdemeanor."
479,"Income tax, state; indexing age deduction.",https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+HB2706,2005,Social Welfare,"SUMMARY AS INTRODUCED:  Individual income tax; age deduction.  Provides  a $6,000 individual income tax deduction in 2005 and 2006 for any  person who turned 62 during calendar year 2004. Under current law,  a person would have had to turn 62 by January 1, 2004, to be eligible  for the $6,000 age deduction."
480,Celebrating the life of Mary Gardner Shewey.,https://lis.virginia.gov/cgi-bin/legp604.exe?051+ful+SJ533,2005,Government Operations,SUMMARY AS INTRODUCED: Celebrating the life of Mary Gardner Shewey.
484,Commending Ann Garrett.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HJ428,2004,Government Operations,SUMMARY AS INTRODUCED:  Commending Ann Garrett.
485,Regional Industrial Facility Authority; remittance of tax revenue.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+SB546,2004,Local Government,"SUMMARY AS PASSED:  Regional Industrial Facility Authority.  Grants localities in which a facility  owned by an authority is located greater flexibility to direct that tax revenue  collected with respect to the facility shall be remitted to the authority.  Also, the  scope of the act is expanded to include those areas within planning districts 1  and 2.  The act currently applies to planning districts 3, 4, 5,10,11,12,13,14  and 19.  The bill is identical to House Bill 1393.         SUMMARY AS INTRODUCED:   Regional Industrial Facility Authority.  Grants localities in which a facility  owned by an authority is located greater flexibility to direct that tax revenue collected  with respect to the facility shall be remitted to the authority."
489,Aggressive driving; penalties.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB593,2004,Law and Crime,SUMMARY AS PASSED:  Penalties for aggressive driving. Allows the court to suspend the driver's  license of and issue a restricted license to a person convicted of aggressive driving.     SUMMARY AS INTRODUCED:  Penalties for aggressive driving. Allows court to suspend license of and issue  a restricted license to a person convicted of aggressive driving.
490,Public-Private Transportation Act; prohibits imposition of tolls on existing interstate highways.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB1348,2004,Transportation,SUMMARY AS INTRODUCED:  Public-Private Transportation Act of 1995.  Prohibits imposition of tolls on  existing interstate highways in connection with highway projects undertaken under the  Public-Private Transportation Act of 1995.
493,Commending Christina Draper.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HJ341,2004,Social Welfare,SUMMARY AS INTRODUCED:  Commending Christina Draper.
494,Driving under influence of alcohol or drugs; implied consent to post-arrest chemical test.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB669,2004,Law and Crime,SUMMARY AS PASSED HOUSE:   Crimes; DUI; blood test. Amends the implied consent statute to extend from  three hours to six hours the time period in which a blood or breath test can be taken  after a stop.      SUMMARY AS INTRODUCED:  Crimes; DUI; blood test. Eliminates within the implied consent statute the  requirement that a blood or breath test be taken within three hours of the stop.
498,Improper driving; penalty.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB649,2004,Transportation,SUMMARY AS INTRODUCED:  Improper driving; penalty. Provides that  a person may be charged with the offense of improper driving when  his conduct is of the kind that constitutes reckless driving but when  his degree of culpability is slight. Currently it is only a lesser  included offense of reckless driving.
499,Commending Cox Communications.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+SJ185,2004,Technology,SUMMARY AS INTRODUCED:  Commending Cox Communications.
502,Commending Nandua High School boys' basketball team.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+SJ180,2004,Education,SUMMARY AS INTRODUCED:  Commending the Nandua High School boys' basketball team.
503,"Colonial Founders Day; designating as May 14, 2004 and each succeeding year thereafter.",https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+SJ65,2004,Government Operations,"SUMMARY AS PASSED SENATE:  Colonial Founders Day. Designates May 14, 2004, and in each succeeding year, as  Colonial Founders Day in Virginia. May 14 signifies the date of the  disembarking of the passengers who founded Jamestown.     SUMMARY AS INTRODUCED:  Designating May 14, in 2004 and in each succeeding year,  as Colonial Founders Day in Virginia."
505,Public defender's office; establishment in any judicial circuit that does not have one.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB1356,2004,Law and Crime,SUMMARY AS INTRODUCED:  Criminal procedure; public defender offices. Requires the Public Defender  Commission to establish an office in any judicial circuit that does not have one.
506,Medical care facilities certificate of public need; criteria for determining need.,https://lis.virginia.gov/cgi-bin/legp604.exe?041+ful+HB391,2004,Government Operations,"SUMMARY AS PASSED HOUSE:   Certificate of public need for medical care facilities; criteria for  determining need. Modifies the criteria relating to the extent to which the  project will be accessible to all residents of the area proposed to be served by a  medical care facility to require the Commissioner of Health to consider the  effects on accessibility of any proposed relocation of an existing service or  facility.  The bill also requires the appropriate health planning agency to  notify the local governing bodies in the planning district where the project is  proposed to be located.  Finally, the bill requires the health planning agency  to consider comments from the relevant local governing bodies and all other  public comments in making its decision, and stipulates that such comments must  be part of the record provided to the Department of Health.     SUMMARY AS INTRODUCED:  Certificate of public need for medical care facilities; criteria for  determining need. Modifies the criteria relating to the extent to which the  project will be accessible to all residents of the area proposed to be served to  require that specific weight be given to the comments from the local governing body  of the affected jurisdiction when an existing medical care facility is proposed  to be relocated, in whole or in part, and the land occupied by the existing  medical care facility is owned by such local governing body and is leased to  the parent company of the medical care facility."
511,Constitutional amdt. (1st resolution); appropriation of public funds.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+HJ545,2003,Education,"SUMMARY AS INTRODUCED:  Constitutional amendment (first resolution); appropriation of public funds to  Virginia students and parents of Virginia students.  Authorizes the General  Assembly to appropriate public funds to Virginia students, and the parents of  Virginia students, for assistance in the payment of tuition or other costs for  the students' education in elementary, secondary, collegiate or graduate  education in public and private schools and institutions of learning.  The  proposed amendment permits the General Assembly to provide vouchers or tax  credits to parents and students in public and private schools, including  sectarian and nonsectarian private schools.  Such appropriations remain subject  to federal constitutional constraints on aid to sectarian schools."
513,Parental liability for actions by minors.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+HB2391,2003,Law and Crime,"SUMMARY AS INTRODUCED:  Parental liability for actions by minors.  Increases the liability for parents  for acts by minors from $2,500 to $5,000, unless the owner has insurance, then the  amount recovered is limited to any and all deductibles not recoverable by the owner  from the insurance company."
514,Commending the Virginia Student/Parent Mock Election program.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+HJ901,2003,Education,SUMMARY AS INTRODUCED:  Commending the Virginia Student/Parent Mock Election program.
515,Charlottesville-Albemarle Airport Authority.,https://lis.virginia.gov/cgi-bin/legp604.exe?031+ful+SB723,2003,Transportation,"SUMMARY AS PASSED:  Charlottesville-Albemarle Airport Authority.  Replaces the present ""charter"" of  the Charlottesville-Albemarle Airport Authority with a new one.   SUMMARY AS INTRODUCED:  Charlottesville-Albemarle Airport Authority.  Replaces the present ""charter"" of  the Charlottesville-Albemarle Airport Authority with a new one."
